FID	IID	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	wolbachia	stringsAsFactors
line_318	line_318	0.0261126796037178	0.0509091698857575	-0.0172123988105677	0.0271797358475287	0.0161536349008304	0.0152457295021944	0.00813842013970778	0.0182590419811559	0.0193272557647714	0.0324859933068162	1	FALSE
line_320	line_320	0.0311591810585386	0.0482389313189448	-0.0160521744917778	-0.00657859330664546	-0.0279359304343286	0.0297377640680774	-0.0128010877754913	0.0057804950359474	0.00461544064150118	0.0689848291786096	1	FALSE
line_321	line_321	0.0245945394473045	-0.149169666760277	0.117394308444292	-0.106413709976098	0.0171333006565843	-0.0330859044507251	0.149335511532063	0.0272150524945095	-0.0284330100316431	0.115285491243762	1	FALSE
line_324	line_324	-0.26379092351208	0.0516557035373271	0.0044687622795919	0.0241000661843634	0.0231862858853381	0.036706364866675	-0.00706380073079941	-0.0087376962941473	0.0128700669199618	0.0518036393590301	0	FALSE
line_325	line_325	0.019989817391629	0.0313691270152359	0.00310593440278045	-0.000281609761078588	-0.0276332754437938	-0.0283874655603528	8.16186423233476e-05	0.00250562111751339	-0.00289368489093582	0.0192571813179162	0	FALSE
line_332	line_332	-0.0234348130354578	0.0367375436257074	-0.0137786904594305	-0.00300498562848118	-0.00303740941302857	0.034715343298777	0.026840380339924	-4.56743910638556e-05	0.0162817905407831	0.0294318200988721	0	FALSE
line_335	line_335	0.0301905176582398	0.021775070740697	-0.0108748451968495	0.0116627885756444	-0.00428217163966378	0.0144615036266812	0.0340274060383884	-0.000589651456753392	0.00867594623039234	0.0396228995432554	1	FALSE
line_336	line_336	0.0229909412262867	-0.0231376456938608	-0.0172058024580448	0.0154579330241345	-0.0212428488785277	-0.0364148797262491	-0.00153201315255288	0.0103340337543836	0.0306520294572802	0.0147287495047918	1	FALSE
line_338	line_338	0.0256360556939084	-0.0225269859683335	-0.0183144555912647	0.0153156837411225	-0.0168114723875061	-0.0346650642247181	0.0100431948858704	0.00566573611719364	0.0262043975367523	0.022498804622879	1	FALSE
line_340	line_340	0.0307402933443621	0.0378237259755483	-0.00997852550925974	0.0145780087053137	-0.0143854518594009	0.0565556527596561	-0.00918987794728257	-0.0103906699990012	-0.0108272374838889	0.0101042358027771	1	FALSE
line_350	line_350	-0.258338032426846	-0.164036699758093	-0.235458679017159	0.0779078613606157	0.0261465210662369	0.0159706940063238	-0.0282357766630321	0.0344106110955848	0.0210274263183466	-0.0708662957433518	0	FALSE
line_352	line_352	-0.25667453165088	-0.0205741151455236	0.0750814156894385	-0.0794760305633657	0.0286470462928548	-0.0207149972984689	-0.0979772388662906	-0.0353927705365325	-0.0162605667366682	-0.0614385262035829	1	FALSE
line_356	line_356	0.0253902022892119	0.0229450677421364	0.00503711522854884	0.00861350796314913	-0.0117008327232952	0.0163619850063332	0.0196027333706825	0.0107353492161866	-0.016477042931715	0.0324579775294859	1	FALSE
line_357	line_357	0.0143451633683896	0.0158934238945687	-0.00465653213099396	0.0151542115808154	-0.023553818345277	0.0177725364304566	-0.0115100331117489	0.00201544548592079	-0.0180440402202993	0.0493170699459217	0	FALSE
line_358	line_358	-0.270608221944593	-0.17085682633538	-0.259374855217878	0.089999106108985	0.0307277634952639	0.0222526989361613	-0.0505235530315679	0.0413590451133681	0.016109727414693	-0.0863053816540317	0	FALSE
line_359	line_359	0.0214867209990043	-0.131311915077271	-0.141374769042537	0.0461942334947947	0.0132515287914972	-0.0182225788714991	0.0203003297487852	-0.0189265148737783	0.0277437595235926	-0.0217148776990505	0	FALSE
line_360	line_360	0.020697491912398	0.0138846568158531	0.00959294820090917	0.000845739682568591	-0.0054025527060018	0.00823031988338522	0.0285757216592009	0.0112890060284215	0.00441963039836579	0.0503314187142596	1	FALSE
line_361	line_361	0.00967833033413612	0.0119471173791017	0.0082096395724781	0.0152710693408183	0.0307429582412059	5.98101658292076e-05	-0.003642128995059	0.000498076124801961	0.00529770493132763	0.0360332747270692	1	FALSE
line_362	line_362	0.016482815087457	0.0357397899254453	0.00338452828868816	0.00619709670846417	-0.0076889453801546	0.00579414084412437	0.00724591472867201	-0.00399458573561665	0.00922955911801355	0.0507431351538466	1	FALSE
line_365	line_365	0.0323078516412954	0.0104384700630814	0.02564826636093	0.00249193513965738	-0.0337345516619084	0.0362147601955444	-0.0397992190390129	-0.0343177663744803	-0.0205236743217674	0.0478830801864158	1	FALSE
line_367	line_367	0.0193313414471362	0.0285782354011632	-0.0129473994262459	-0.00527310203046623	-0.0217487081963155	0.0181849062298357	-0.00305863865552263	-0.00747311197458022	-0.00866450760585386	0.0100484884613844	0	FALSE
line_370	line_370	0.0286525574915411	0.0180798878319035	-0.0162366653012513	0.00812082275849152	-0.0267394708796193	0.0154033996991678	-0.00524924124604551	-0.0204133062670518	-0.00593931413320994	-0.0167463592720092	1	FALSE
line_371	line_371	0.030699606587582	0.0353222096802125	-0.00419876084500534	0.00897803750378615	-0.0154640492948205	0.0283210159013925	-0.00587289470507769	-0.0113575780353955	-0.0123584490939061	0.0155258702170132	0	FALSE
line_373	line_373	0.0147860816130311	0.0228989188434221	0.0135467857776969	-0.0017498217593737	-0.0149649357898341	0.00903413167197171	-0.00551524383400615	-0.0030003283993172	-0.00537871189147421	0.0263332331765468	0	FALSE
line_374	line_374	-0.231628409851305	0.0570150223818327	-0.0050506476526712	-0.0122745806645119	0.00966664095513373	0.0469904425975961	0.0088258643977343	0.000921333558309317	-0.0102505859673089	0.0409665142854782	1	FALSE
line_375	line_375	0.021676775168649	0.0375536478049503	-0.00534149017105155	0.0186629152394836	0.0233815003568508	0.0293980686032512	-0.0199314371822289	0.036663329624746	-0.00853781952647535	-0.0160023362187226	0	FALSE
line_377	line_377	0.0210383926480522	0.0105380832768734	-0.00382055033623294	0.0363366045591812	-0.0526108261982229	-0.0750538217830752	0.017911128061309	0.00317342719440902	0.0321896599616136	0.00240381234742141	0	FALSE
line_379	line_379	0.0384641255510387	0.0340925555747123	-0.014797996993447	-0.00383437367288408	-0.0181163092289532	0.00931033063200653	-0.00836937200265402	0.0122175556256801	-0.00876774670085616	0.0442702324220289	0	FALSE
line_38	line_38	0.0103893687881774	0.0177750387684895	0.0168854389485033	-0.00288297321253761	-0.00488742739748079	0.0156470977140039	0.0116082050532304	-0.0164045161249435	-0.00782841513012211	0.028883383918392	0	FALSE
line_380	line_380	0.0148595735938314	0.0140555753815763	-0.00838698545158919	0.012566462701307	-0.00885475944393825	0.00750675932773786	-0.0103371730074749	-0.0184139127482408	0.00708138427787815	0.0136955725699446	1	FALSE
line_381	line_381	0.0288444249232186	-0.0125314849117169	-0.019579231833586	0.0164574726387228	-0.0133381702705824	0.00460562747230899	-0.0114088016635877	0.00843453868860314	0.0209508908303276	0.0213129105507104	0	FALSE
line_382	line_382	0.0404763846396445	0.0135658097763159	0.00961573631023942	0.0285873406857657	-0.0219914027382146	0.0550510485540915	-0.0537085876857244	-0.00616518597529253	0.00760836585022229	0.00636343747714014	1	FALSE
line_383	line_383	0.0166004327868349	-0.128725264977992	-0.173454653541855	0.0522474885564116	-0.00998852270798242	-0.0297498557356239	-0.0278873997754506	-0.0390904038766232	0.00249413617789071	-0.0552077953916077	1	FALSE
line_385	line_385	0.0477927619466989	0.166799581070387	-0.236993329393477	-0.485813896897639	0.0826506981446769	-0.0683778194279781	-0.0238295496090093	0.103186462224157	-0.0127827188188912	-0.0123273336019858	0	FALSE
line_386	line_386	0.0216287477894899	-0.105572752859328	-0.182226581732498	0.00312185259316572	0.0155844681115405	-0.00290719734123046	0.00554894351553923	-0.0174459065953611	0.0112864589134485	-0.0507471503834396	0	FALSE
line_391	line_391	0.0233218294152012	0.0338615538183887	-0.0176426905172796	-0.0137577760187497	-0.0152376181814831	0.0331669105872153	-0.0447321862833189	-0.0225672233679533	-0.0149786445198964	-0.0125940887131353	0	FALSE
line_392	line_392	0.0424569862974403	0.127538658358482	-0.193495226756763	-0.37915357170629	0.0708761013759179	-0.0621032174881642	0.00920055627715221	0.0579523663521475	-0.0101747396532868	-0.0312086507479976	0	FALSE
line_399	line_399	0.0497041438652999	0.177288566161009	-0.257731497318375	-0.517561054079195	0.0906132555674126	-0.0746037197816691	-0.0327254029525666	0.107460420132856	-0.0171969660348039	-0.00990928215254808	0	FALSE
line_40	line_40	0.0359211774118231	0.0404429026184261	0.00246302737940448	-0.0102648239982898	-0.0399291475101755	0.0301336308091807	-0.0102624700320315	-0.0505944111871521	-0.0534574316338265	0.0644995943147586	1	FALSE
line_405	line_405	0.0273525323543328	0.0021030840433796	-0.0256348401078113	0.0316445226823929	-0.0174305837772491	0.0148157755660417	0.0021555471701943	-0.00254557011043275	0.000222174625892716	-0.000640940590708209	1	FALSE
line_406	line_406	0.0128984062159592	-0.120415322097599	-0.135996386292518	0.0394072229938451	0.0121495371713405	-0.0199525547110201	-0.0364961149498475	-0.00607819762465976	-0.0018164667964515	-0.0505382235522122	0	FALSE
line_409	line_409	-0.0542646111052021	-0.0214737610299469	0.0209373341903719	0.00150851135045811	-0.0221324594903187	-0.0665677902263036	0.0625584477920262	-0.000690924043050198	0.00721977003244315	0.0388064960888974	1	FALSE
line_41	line_41	0.0255675066122843	0.0201972981251359	0.00217965662740789	0.0100811101521234	-0.0217199966043981	0.0180985495254107	0.032102491709075	-0.0513884593559199	-0.00450066996302401	0.0493601044034158	0	FALSE
line_42	line_42	0.0293615035817351	0.0426697242644773	0.013957222631372	0.0154173740185184	-0.0253258522479897	0.0508360731213117	-0.0225076279947013	-0.0154118091133261	0.00252531150987303	0.0380358760667685	0	FALSE
line_426	line_426	0.0228333561279339	0.0050099491216101	-0.0134700941399051	0.0387927947197341	-0.0138161593229917	-0.00905891488769655	-0.00221905766043476	0.00595631403602672	-0.00505548608634752	-0.0103606859866433	0	FALSE
line_427	line_427	0.0169121042266823	0.0418093193248905	0.00495442936031507	-0.000893185303467004	-0.00356544306899354	0.0071621581249895	-0.00997336983234703	0.000960415585268245	-0.0211685935248693	0.00853859331007732	0	FALSE
line_437	line_437	-0.241072197879459	0.0657537003318468	0.0166069354380549	-0.00105834316543867	-0.00912987629935457	-0.00411937223739096	0.0674055222043111	0.000328740008524737	0.0193045547307206	0.0947642461626482	0	FALSE
line_439	line_439	0.0366172354141587	0.0179054891888416	0.000737390378622651	0.0233152293246563	-0.000292218947389733	0.0203256037999688	0.00286554377137886	-0.0117709145995044	0.00256830892003265	0.0463684894233729	0	FALSE
line_440	line_440	0.011291879444269	0.0203142617549486	0.0159550160724173	0.0110496964813467	0.0141877363772493	0.0207066041304455	0.0345374954636555	0.0154307595382501	0.00994210689823941	0.0405300827287704	1	FALSE
line_441	line_441	0.0228835566872033	0.0259016950468072	-0.00837638274547131	0.0210019388809953	-0.00474492606665838	0.0279000763999939	-0.0493321132741173	0.0361377894519591	0.00561684261657694	-0.0095007513299924	1	FALSE
line_443	line_443	0.0124845812230716	0.00130641552329033	-0.0219708825133004	0.0330287020124276	-0.00740349551065293	-0.00354095554512168	-0.0114396855254382	0.000864722810271769	-0.00238718972455075	0.00375215501884092	0	FALSE
line_45	line_45	0.0351532805896912	0.0450300030185753	0.00551668504976835	0.0444496117747535	-0.013450370619406	0.0618469817717991	0.0108127826667108	0.0115205605211989	-0.0259874656561768	0.056569814113361	0	FALSE
line_461	line_461	0.0285672253591499	0.0203449535593403	0.0109954391616989	0.0175584691410605	-0.00872185097030916	0.0305429581010466	-0.000333679461697397	-0.00883302812343503	-0.00995308207356797	0.0439552093744815	1	FALSE
line_486	line_486	0.0228702452790369	0.0293563706301114	-0.00862166055817827	0.0129619880166688	0.000122977917453181	0.0183389410486694	0.00317058368828783	-0.01219806475216	0.00808230598784953	0.0174686640014166	1	FALSE
line_49	line_49	0.00159606008199346	0.00841986317132145	0.000217969494207375	0.00859228797782691	-0.0199158275127775	-2.59258667507081e-05	0.00512576046405426	0.00872266578206958	-0.000374750649126904	0.0342175268603836	1	FALSE
line_491	line_491	0.0241914846780296	0.0236416377460225	0.0200428863062294	0.0117694834104491	-0.0217074512450098	0.0431571798668954	-0.0229866587516814	0.00730029898747891	-0.000791422519880524	0.0420322328385976	0	FALSE
line_492	line_492	0.0231218777456851	-0.136553983601076	-0.198652597544351	0.047067204590687	0.00728329989724057	-0.0251834911145312	-0.0310140235752286	-0.0309205667760161	0.0236057376337682	-0.0462154582803391	0	FALSE
line_502	line_502	0.0171764194938679	-0.0189809474841499	-0.0229508279482147	0.00228072284998054	-0.0118430251535556	0.0182030962819474	0.00537227252023179	0.0103596458985092	-0.00883578375608536	0.0394963405640488	0	FALSE
line_508	line_508	0.031687666132209	0.0358680534571563	-0.0225319805843779	0.0187920744716946	-0.016514526362963	0.0354395198505731	-0.0423356132018969	-0.0217103692405084	-0.00895947648012016	0.0329436848254002	0	FALSE
line_509	line_509	0.031422254052093	0.0453190390004177	-0.00911675535274871	-0.000185973654803228	-0.0289019059481142	0.0473090193712812	-0.0377403286346362	-0.0103184206049687	-0.0194667071926032	0.0251401624199981	0	FALSE
line_513	line_513	0.0306965971613259	0.0265672335843554	-0.00409726218563661	0.0279504399822281	-0.0274862473767448	0.025711636004548	0.000416010070287612	-0.00858435513808931	-0.0167648792383235	0.0583614523282959	1	FALSE
line_517	line_517	0.0252437356271287	0.0383532547330255	-0.00456874098734988	0.0154539278543014	-0.0273902305511556	0.011624673441323	0.0018102866511941	-0.00124993342445128	-0.00407411161224993	0.0421177935002783	0	FALSE
line_530	line_530	0.0278873118867423	0.0301302180342973	-0.0035904071046221	0.00818755579742783	-0.0149774653772368	0.0119352478379079	-0.0254540617297617	-0.0158575266198936	-0.00895022471000027	0.0399045336417814	1	FALSE
line_531	line_531	0.0242180647329103	0.0531108008369695	0.00121816138553113	0.00439926662276678	0.0108309959387199	0.0228873046504814	-0.00999352401931147	-0.0148320438682405	0.0179679419751989	0.0237989523694255	1	FALSE
line_535	line_535	0.0294786002308176	0.0355044893372792	-0.00262016046240089	0.000585141366471724	-0.00387714389673261	0.0389090479998001	-0.00695496546224403	-0.0046149482483771	-0.00484647763934869	0.0130799047977619	1	FALSE
line_555	line_555	-0.191083043658209	0.0611158396602301	0.0266802595791532	0.00483192195290766	0.0035910265527034	0.0177251554461756	0.0969935700423164	0.0183212098475704	-0.00427553188023466	0.0234931590184023	1	FALSE
line_563	line_563	0.0203394855477913	-0.0235500607734792	0.0170686260423255	0.00149021324130521	-0.00948422842375168	-0.0229573089655187	-0.0522425252560044	-0.00958915067070944	-0.00250968534922234	-0.0280849432819763	0	FALSE
line_57	line_57	0.0269300815178219	0.0247621365211243	-0.00327000650120504	0.0295527819876599	-0.0123181006162544	0.0514220320522318	-0.0386816536784464	-0.00149245281694777	0.00561085423524566	0.0540550834856461	0	FALSE
line_584	line_584	0.0338913671301583	-0.293941396015505	0.0554847942120183	-0.0941482248011735	0.017179777169298	-0.0643726469228179	0.167281145283136	0.00546865488449708	-0.0325784084771682	0.12564403624811	1	FALSE
line_589	line_589	0.0114503386788375	-0.0753507935425504	0.149442491589679	-0.0632095030941683	0.0794889895091266	-0.0120109404833455	-0.312200689576689	-0.0268285269429343	-0.102277991366762	-0.154532824525572	1	FALSE
line_59	line_59	-0.239456916016044	0.0466375675967276	-0.000860308741372989	0.0148046618718534	0.0105553227828736	0.0218650601577095	-0.005804894782428	0.00270038085746449	0.0139338646809812	0.0448206400322203	0	FALSE
line_595	line_595	0.0184563271102037	-0.121673873185364	-0.184873887812257	0.048569561152086	0.0292832508779464	0.010912182750208	-0.0165904317684849	-0.0252739837919017	0.00156611920925202	-0.0600043321460501	1	FALSE
line_639	line_639	0.0079007031647084	0.00762051439400807	0.0317853138330256	0.00635391796524511	-0.0081939075398639	-0.0183781299301589	-0.0360626443758076	-0.0182444805107998	-0.0235928277734971	-0.000922922438219948	1	FALSE
line_642	line_642	0.0106718630787085	0.0546255698770064	0.0288728944276778	0.0406292191023608	-0.065660995436605	-0.175046316166882	0.0300485720499804	-0.0626859210814319	0.00765198505370609	-0.0338020153543013	0	FALSE
line_646	line_646	0.0496991509359437	0.0260869201279431	0.0513812508370362	-0.00423916567123292	-0.0251246325617914	0.0445203842204085	0.0282480063290972	-0.0396013652247801	-0.0760716413421573	-0.0131348067753814	1	FALSE
line_69	line_69	0.0169347705845063	0.058001391966249	0.0141268069347768	0.0207565484478503	-0.0680262083806516	-0.13577312772405	0.0448583267381623	-0.0475810723398882	0.0265173109364536	0.0103451173230949	1	FALSE
line_703	line_703	0.0277531045348304	0.03552098937761	0.00275139931975186	0.0312722251970641	-0.0161278636506649	0.0272259530182016	-0.0255715095674724	0.00338223659568197	-0.0149587669297698	0.0465103638947689	0	FALSE
line_705	line_705	0.0222105024629	0.0172462292010764	0.00448184869546468	0.0145069682305114	0.00149865475351715	0.0210356447440266	0.00237569808940306	-0.0202036769736809	-0.00499854472882512	0.0134658822433415	1	FALSE
line_707	line_707	-0.133957872697259	0.0530820247726942	0.0113220614681709	-0.0239701910576435	-0.012943294462924	0.0189731793696847	0.0308801895118373	-0.0259310441148893	0.00819014637953359	0.0486131407691339	1	FALSE
line_712	line_712	-0.284197803862256	-0.059682341700796	0.180695496427586	-0.139188272373839	0.0584430302831425	-0.0314284297420234	-0.223964413991658	-0.0627297994374972	-0.0616281750078595	-0.140269136024009	1	FALSE
line_714	line_714	-0.197775769693823	0.0499010467020239	0.0122087788508321	0.0136579521858157	-0.0136493228672483	0.0250978895510893	0.0330397725456806	-0.0024771014055098	-0.00888499207139202	0.0369083956520471	0	FALSE
line_716	line_716	0.027694664778071	0.0253657595681881	0.0131761650345118	0.0367815335973551	-0.0163699814174467	0.0503383227949622	-0.143916777492981	0.0281518103802771	0.0300505404508763	-0.0245356073913647	1	FALSE
line_721	line_721	0.0236803348939444	0.0325645001302424	0.0123574334327361	0.0503359652596253	-0.00790655376394753	0.0216879021167768	-0.0580305572939771	-0.00566447474719283	-0.0455478164056997	-0.00280959389517114	1	FALSE
line_727	line_727	0.0254581838884258	0.0190534546756594	0.0252058828963083	0.0203275192868421	0.00264679686731127	0.030584839320412	-0.00357715270887639	-0.00054998480053144	0.0383515389097101	0.0219561667773563	1	FALSE
line_73	line_73	0.0298024899210227	0.00719684254259123	0.0528797816814884	0.00849519117081748	0.0352891313207556	-0.00275402535913116	-0.11191553954915	0.00542185047230009	-0.0287588417610971	-0.012268397057688	1	FALSE
line_730	line_730	0.0169510956464169	-0.0180778625222463	0.0606370612083265	-0.0108565704353368	0.00451645155016332	-0.00481578032750855	-0.101789985087335	-0.0239045852946428	-0.0536106788658684	-0.0568030750137447	1	FALSE
line_732	line_732	0.013779416826043	0.0125638133432183	0.0250715137779363	-0.00850899419192594	-0.0119046185575909	0.0231733846167214	0.0436279044944772	-0.0124851532598925	-0.00667023653002665	0.0448996598014496	0	FALSE
