FID	IID	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	wolbachia	stringsAsFactors
line_737	line_737	0.0289425031337835	-0.130862148360397	0.0819144407001577	-0.0997952061264958	0.00642743994600693	-0.0216490251841353	0.1351459052176	0.0131494579566688	0.000907398269944203	0.11909789318062	1	FALSE
line_738	line_738	-0.0198995703044111	0.023868994078219	0.00415850474474682	-0.000173435484345671	-0.00569289456873954	0.00762175215946538	-0.0014748302554758	-0.000255599383600843	-0.00509210173021435	0.0287711200185196	1	FALSE
line_748	line_748	0.011386161474144	-0.408785778993533	0.112052947871408	-0.148330133716822	0.0523599910022288	-0.0703311750820406	0.109543043786863	0.00439257385152707	-0.0283124748211496	0.0476271309388056	1	FALSE
line_75	line_75	0.0298302213962106	0.037416013324741	-0.000549308646068942	-0.00125014268462217	-0.00785430595815218	0.00283313160916413	-0.0241674010772051	0.0016601264088112	0.0163458948331851	0.0254060387575168	1	FALSE
line_757	line_757	0.0254609377078483	0.0495613738525031	-0.00803679871894329	0.00123194300013374	-0.0121882391237423	0.0066287563573617	0.0565004880424656	-0.0662636760543472	-0.0472803007972027	-0.0724032223890413	0	FALSE
line_761	line_761	0.00835115976943232	-0.00946737774619807	0.045150251937736	-0.00498770921050077	-0.00246256400103637	-0.00141265511779351	-0.0237357516732626	0.00365505674509268	-0.0391286901457572	0.00244465299351981	1	FALSE
line_765	line_765	0.0324096311573015	0.0329571352177595	0.00702629066356448	0.0150353802500736	-0.0104819578248924	0.0235014086028035	0.00257133311466019	-0.0085686642724447	0.0207507233621938	0.0309762914865716	0	FALSE
line_774	line_774	0.0233448273766969	-0.0145967535147481	0.0253085137786831	0.00395374498817438	-0.00942445631846583	0.00200751883663355	0.0180347925627834	0.0233230773473058	0.00251977501071125	0.0210108385146678	0	FALSE
line_776	line_776	0.0376182871078899	0.0393401571058584	0.0365529796780161	0.0268138805109415	-0.0235212049736823	0.0553902853129918	0.0608103863667709	0.0558824238825862	-0.0866994872171268	-0.0587694536949933	1	FALSE
line_783	line_783	0.0375910185555552	-0.0287778803160813	0.0956166330357374	-0.0107296736719744	0.0182356229743725	0.0028937889707537	-0.17712372698244	-0.0290417330105727	-0.0860891036088532	-0.0462000590421408	1	FALSE
line_786	line_786	0.0492595861763508	0.0129012884341505	0.0265389225201539	0.0015377436525363	-0.0335833382064904	0.072372679125219	0.0244633031400832	-0.0530218684459953	-0.112766258717926	0.111518393417836	1	FALSE
line_787	line_787	0.043851778443387	-0.0681467766655575	0.0974037467138284	-0.0365936466295247	-0.014586918433541	0.0217401262597992	0.0862946617008645	-0.0414505902337826	-0.128275498166941	0.103458523387515	1	FALSE
line_790	line_790	0.00814090666632729	-0.0843564032681774	0.187951009779494	-0.046955243424634	0.0849525192516475	-0.0189500231864575	-0.374046194365747	0.0169435465819711	-0.0483353480486355	-0.228987985835694	1	FALSE
line_796	line_796	0.0188578102534613	0.0064652299753632	0.0358025354965051	0.00409554353700891	-0.011776515264189	0.0238668173356124	-0.0914218556907811	-0.0313089189257408	-0.0444901961580916	-0.00382474606787282	1	FALSE
line_799	line_799	0.0199915341998549	-0.259318751035317	0.241761714568765	-0.192809483692433	0.0483791416548657	-0.0606325756634677	0.0660048027694203	0.0175952116590166	-0.0502705119983739	0.0467493307726515	0	FALSE
line_801	line_801	0.0271856097808743	-0.19316673488333	0.157969642985312	-0.115508731694914	0.0180101728203354	-0.0384304566134301	0.154946228873581	0.0519432210525878	-0.000736351330929745	0.094052406960832	1	FALSE
line_802	line_802	0.0131544446647261	-0.11315698242497	0.0899800748875392	-0.0639894571859688	0.00159458261729978	-0.0162138855380255	0.0966925951433479	0.051608678945847	0.0195432940884967	0.0136112461424703	1	FALSE
line_804	line_804	0.022751943152201	0.0290635012641039	0.00136282370740552	0.0372202862517774	-0.00167008207941169	0.0362009327497669	0.00612947882679908	0.00804563761063801	-0.0495099604350141	-0.0209164003249589	1	FALSE
line_805	line_805	0.0192531584121935	-0.0186777533971659	0.0550505952727345	-0.00734386975838215	0.0139558958681944	-0.0104044586556593	-0.101022476460334	-0.0178597052839484	-0.0460196116039192	-0.0361615753132414	1	FALSE
line_808	line_808	0.0359816296184792	0.0257786816239593	-0.00519291664430542	0.0154350610749802	0.0068798590794218	0.0395598428911162	0.0242467613373625	-0.0181402158107359	0.0111685826664493	0.0472703138896958	0	FALSE
line_810	line_810	-0.209057957492261	0.0415015822524516	0.055334048585249	-0.0109232404773646	0.00762558692130266	-0.0149489732458759	0.16506808927102	0.0332226022523875	-0.0279443543989783	-0.0346368389721255	0	FALSE
line_812	line_812	-0.0221405127425642	0.027977233134423	0.0083451530732353	0.0354669257130689	-0.0467830273971039	-0.142873150834363	0.106305929806668	-0.0216705260456376	-0.0129111390513104	-0.0304883423544113	0	FALSE
line_818	line_818	0.0185230066342584	0.0176043906481986	0.0187480380598802	0.00965875571248005	-0.0148402910157231	0.0561889270103055	0.041158949670271	0.0474511682372596	-0.00287899449877079	-0.053451442169195	1	FALSE
line_819	line_819	-0.0329899042086848	-0.114022810145399	0.168685292440884	-0.114924777444858	0.0396484831708872	0.00175457058290576	-0.157122012235986	-0.0638697028429885	-0.034152305838848	-0.117412702849943	1	FALSE
line_820	line_820	-0.143608274186324	0.0494689005096106	0.000710027223714726	-0.0128636198685627	-0.00423713262671746	0.0170500399067269	0.0387685539832449	0.0169278688282995	0.0391586454596277	0.0401975254757661	1	FALSE
line_821	line_821	0.0291579314024601	-0.0306781650547463	0.0627501869245539	-0.014565557667212	-0.0315660440400789	-0.0195016338280947	-0.0398740065152896	-0.0109192336475278	-0.0323189894865431	0.0240110709981235	1	FALSE
line_822	line_822	0.0454981808359054	0.0466604960933151	5.98186713310203e-05	-0.0466708207459244	-0.0028531765278488	0.0173840187020913	0.155218297806984	-0.447634480799297	0.115048465206504	-0.27765630137971	1	FALSE
line_83	line_83	0.0280375844387246	0.028157355314977	-0.0043214120900639	0.0245297107970597	-0.0166778744094713	0.0169648213421575	-0.0408950007803341	0.0125484529710583	0.0117778735428001	0.0172182471074861	0	FALSE
line_832	line_832	0.0499685938281924	0.051914091371846	0.00944562237577416	-0.0694402275681224	-0.0192716815065581	-0.00505542640024111	0.204903899431415	-0.527119113983561	0.14795347979675	-0.330572667826264	1	FALSE
line_837	line_837	0.00862717191105109	-0.129658620859685	-0.16364793574302	0.0618461784215506	0.0214253636181269	0.00804706480595128	-0.00646825308369941	0.0162644062816798	0.0143979221898297	-0.0389950007970423	1	FALSE
line_843	line_843	0.0535228465423044	0.096336929682373	0.0194459537738622	0.163067291779045	0.639100484901726	-0.166709567124147	0.0595780332387346	-0.0128056981055629	0.0895939887463305	0.0691249023786373	0	FALSE
line_849	line_849	0.0216209826427034	-0.0154726483493111	-0.00876367560765155	0.0240008706469883	-0.00511434101057993	0.0147356875060179	-0.021833065643677	0.0197454481747608	0.00922354952849073	0.00793843595024727	0	FALSE
line_85	line_85	0.0294548430687615	-0.0147774374332666	-0.0353281815912097	0.0345677943309581	-0.0114072602494885	-0.00248227042987394	-0.00990200582397829	0.0125434247697743	-0.0128243311273619	0.00467586678824239	0	FALSE
line_850	line_850	0.047635487986015	0.00113767205147682	0.119769445876678	-0.0172515429250704	-0.0537828895008564	0.114277963420441	0.0474533957108496	0.312027952093783	0.519131192777532	-0.177643475922255	1	FALSE
line_852	line_852	0.0279479631011589	0.0482088187815626	0.0325207820758862	0.00890981164039279	-0.0893603874023047	-0.141332576193693	0.126615606869984	-0.154740880966581	0.154306092633376	-0.103379573255915	1	FALSE
line_853	line_853	0.0343371371564775	-0.0135398157488059	0.0798544823537282	-0.00877094260016657	-0.0257321900090402	0.0663785271257692	0.0190675475038371	0.183923131982049	0.329365537516096	-0.105168321185355	1	FALSE
line_855	line_855	-0.0688042247970396	0.0497571541162837	0.022086613066447	-0.0343099511052001	-0.0187355660699747	-0.00259675342704164	-0.0197831089859176	-0.0495669491132058	-0.0175788200517322	-0.0209648393909013	1	FALSE
line_857	line_857	0.0247404764158433	0.0233586849777882	0.00739947495490872	0.0212526515104275	-0.0405761836132226	-0.0531308416307276	-0.00461127320596116	-0.0110346651446024	0.0180624979777248	0.00722724332910089	0	FALSE
line_859	line_859	0.0291173411332858	-0.0167035432857043	0.110474563352417	-0.0191089723834196	-0.0209494504949606	0.0923697146712358	0.0152377811332195	0.258156559506489	0.394024393758567	-0.164110737170541	1	FALSE
line_861	line_861	-0.252661683802504	0.0374737976351175	0.0592238157856296	-0.0480247369653962	0.00999622918619752	0.0219376410879175	0.0212226869233143	0.00177691541402799	0.0146614642144207	-0.0355773912681831	1	FALSE
line_879	line_879	0.0546408280936075	0.0835092957586449	0.0344795196590808	0.157027744456886	0.622201413458029	-0.169898479592189	0.0130276771506694	-0.0248222412286153	0.0851813448022026	0.0743140727491112	1	FALSE
line_88	line_88	0.021049673880913	-0.0113709074736389	-0.0201802191489762	0.0216860539836398	-0.0102305468643776	0.00538065292093777	-0.0165220803550897	0.00679345648825259	0.0164934995250009	0.00804435525528056	0	FALSE
line_882	line_882	0.0336506266567219	0.0661850231227219	0.0353900109286458	0.0737054529491592	0.0776445479564815	0.128791913367905	0.282238884210922	0.239948834816101	-0.341157621766426	-0.370773483528755	1	FALSE
line_884	line_884	0.0126874640779957	0.0174237043572505	0.00685974905994506	0.00940279701483196	-0.00727366292419105	0.023438158997735	0.0165453640870501	-0.0177070532851515	0.00309349041242813	0.0395241120449252	1	FALSE
line_887	line_887	0.038942280947187	0.0658026091266822	0.0331837759238592	0.0790185662734095	0.08221745847488	0.140479749384902	0.273416835169496	0.260061740633013	-0.352617897283016	-0.375664655846628	1	FALSE
line_890	line_890	0.0186690395217195	0.0085216927754673	0.0405383950117813	0.0294146771179808	0.0217245112195449	0.0113701385316507	-0.189260253079631	0.00826253881468734	0.0263209673862627	-0.126273733415512	1	FALSE
line_892	line_892	0.0209088193175791	0.0320356605629338	0.00720124710985527	0.0116454872707326	-0.012187140891265	0.0336302633718176	-0.0295018742756048	-0.0445661568774035	-0.0370495359115993	0.0146611173963525	1	FALSE
line_894	line_894	0.00962691611347396	-0.173253010323186	-0.128456840565338	0.0286571543552789	-0.0033126147972397	-0.027369050751311	0.00750689285251513	0.0286497009715198	0.0169606025371289	-0.0308179034867449	0	FALSE
line_897	line_897	0.0263840526049066	0.0113533322736574	0.00373138753872388	0.0298024492063607	0.000131568186759336	0.045713494047733	0.00341215571515579	-0.023074988649448	0.0653751579048645	-0.0380083434383615	1	FALSE
line_900	line_900	0.0350640892928266	-0.0414696575839818	0.071528667641362	-0.0891342200430898	0.0169088168577827	0.00454884545734276	0.0634721574377303	-0.106474707597602	0.0572848613396947	-0.0936216614965327	0	FALSE
line_907	line_907	0.0205600485799257	-0.078323285100417	0.0751024798981411	-0.0547885200320127	0.00175941992007773	-0.0101018040227371	0.103741007899586	0.0203962014498993	0.0191999248974532	0.0979842841703321	0	FALSE
line_908	line_908	-0.152653312096885	0.0290923671737368	0.0216794083916408	-0.0079298289331888	0.0115451836845856	0.0184333855934316	0.0421594915683837	0.0153447081007816	-0.0329995067700714	0.0135420975598209	0	FALSE
line_91	line_91	0.0207765767102607	0.0400616515623387	0.00800086349413961	0.00794379380079222	-0.000873542907024326	0.0221287084077692	-0.0181850727866352	-0.021255617077117	-0.011126863520655	0.0255313669462887	0	FALSE
line_911	line_911	0.0273583738190803	0.0256892720998352	0.027630957757142	0.00961247652288972	-0.0177496290900498	0.0158007312503213	0.00424627206133445	-0.0322315332632365	-0.00178875261199841	0.0299669739348209	0	FALSE
line_913	line_913	0.0129485141642619	-0.0401197199853372	0.0637386892350651	-0.0283412339397335	-0.0112842698558468	0.00144084565464378	-0.000962500166663164	-0.0043266976641233	-0.0229601862244945	0.0309960471804518	1	FALSE
line_93	line_93	0.0196350697226252	-0.140959108469255	-0.169334243351967	0.0518903488637717	0.00601383082856993	0.0268920707081629	-0.0209977190894348	0.0109792057122308	0.00249914208004211	-0.0237931348386897	0	FALSE
